id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,dismissal_kind,player_of_match,umpire1,umpire2,umpire3,venue
125,2009,Durban,23-04-2009,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,0,Delhi Daredevils,9,0,,AB de Villiers,BR Doctrove,SJA Taufel,,Kingsmead
126,2009,Cape Town,23-04-2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,0,Rajasthan Royals,0,0,,YK Pathan,MR Benson,M Erasmus,,Newlands
127,2009,Durban,24-04-2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,7,,RS Bopara,BR Doctrove,TH Wijewardene,,Kingsmead
128,2009,Durban,25-04-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,12,0,,PP Ojha,HDPK Dharmasena,SJA Taufel,,Kingsmead
129,2009,Port Elizabeth,26-04-2009,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Delhi Daredevils,0,6,,TM Dilshan,S Asnani,BG Jerling,,St George's Park
130,2009,Cape Town,26-04-2009,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Kings XI Punjab,27,0,,KC Sangakkara,M Erasmus,K Hariharan,,Newlands
131,2009,Durban,27-04-2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,,HH Gibbs,IL Howell,TH Wijewardene,,Kingsmead
132,2009,Port Elizabeth,27-04-2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,92,0,,SR Tendulkar,BG Jerling,RB Tiffin,,St George's Park
133,2009,Centurion,28-04-2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,5,,YK Pathan,GAV Baxter,RE Koertzen,,SuperSport Park
134,2009,Durban,29-04-2009,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,5,,MV Boucher,MR Benson,TH Wijewardene,,Kingsmead
135,2009,Durban,29-04-2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Kings XI Punjab,3,0,,KC Sangakkara,MR Benson,SL Shastri,,Kingsmead
136,2009,Centurion,30-04-2009,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,,DP Nannes,GAV Baxter,AM Saheba,,SuperSport Park
137,2009,Centurion,30-04-2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,38,0,,SK Raina,GAV Baxter,RE Koertzen,,SuperSport Park
138,2009,East London,01-05-2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,9,0,,JP Duminy,M Erasmus,SK Tarapore,,Buffalo Park
139,2009,Durban,01-05-2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,8,0,,Yuvraj Singh,HDPK Dharmasena,S Ravi,,Kingsmead
140,2009,Port Elizabeth,02-05-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,3,,YK Pathan,S Asnani,BG Jerling,,St George's Park
141,2009,Johannesburg,02-05-2009,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,18,0,,SB Jakati,DJ Harper,RE Koertzen,,New Wanderers Stadium
142,2009,Port Elizabeth,03-05-2009,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,0,6,,DPMD Jayawardene,S Asnani,MR Benson,,St George's Park
143,2009,Johannesburg,03-05-2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,9,,JH Kallis,RE Koertzen,TH Wijewardene,,New Wanderers Stadium
144,2009,East London,04-05-2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,78,0,,MS Dhoni,BR Doctrove,M Erasmus,,Buffalo Park
145,2009,Durban,05-05-2009,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,78,0,,GC Smith,SS Hazare,IL Howell,,Kingsmead
146,2009,Durban,05-05-2009,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,9,,G Gambhir,GAV Baxter,IL Howell,,Kingsmead
147,2009,Centurion,06-05-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,19,0,,RG Sharma,MR Benson,HDPK Dharmasena,,SuperSport Park
148,2009,Centurion,07-05-2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,,A Singh,K Hariharan,DJ Harper,,SuperSport Park
149,2009,Centurion,07-05-2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,1,Chennai Super Kings,12,0,,ML Hayden,DJ Harper,TH Wijewardene,,SuperSport Park
150,2009,East London,08-05-2009,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,7,,A Nehra,M Erasmus,SK Tarapore,,Buffalo Park
151,2009,Kimberley,09-05-2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,3,,DPMD Jayawardene,GAV Baxter,AM Saheba,,De Beers Diamond Oval
152,2009,Kimberley,09-05-2009,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,,S Badrinath,GAV Baxter,HDPK Dharmasena,,De Beers Diamond Oval
153,2009,Port Elizabeth,10-05-2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,16,0,,JP Duminy,BR Doctrove,BG Jerling,,St George's Park
154,2009,Johannesburg,10-05-2009,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,,A Mishra,SL Shastri,RB Tiffin,,New Wanderers Stadium
155,2009,Kimberley,11-05-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Deccan Chargers,53,0,,DR Smith,GAV Baxter,HDPK Dharmasena,,De Beers Diamond Oval
156,2009,Centurion,12-05-2009,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,,LRPL Taylor,M Erasmus,SS Hazare,,SuperSport Park
157,2009,Centurion,12-05-2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,8,,Harbhajan Singh,SS Hazare,RE Koertzen,,SuperSport Park
158,2009,Durban,13-05-2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Delhi Daredevils,12,0,,R Bhatia,DJ Harper,SL Shastri,,Kingsmead
159,2009,Durban,14-05-2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,2,,LRPL Taylor,BR Doctrove,DJ Harper,,Kingsmead
160,2009,Durban,14-05-2009,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2,0,,SK Warne,BR Doctrove,DJ Harper,,Kingsmead
161,2009,Bloemfontein,15-05-2009,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,bowled,B Lee,HDPK Dharmasena,IL Howell,,OUTsurance Oval
162,2009,Port Elizabeth,16-05-2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,7,,ML Hayden,SK Tarapore,SJA Taufel,,St George's Park
163,2009,Johannesburg,16-05-2009,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,,RG Sharma,RE Koertzen,S Ravi,,New Wanderers Stadium
164,2009,Johannesburg,17-05-2009,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Kings XI Punjab,1,0,,Yuvraj Singh,S Ravi,RB Tiffin,,New Wanderers Stadium
165,2009,Bloemfontein,17-05-2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,14,0,,AB de Villiers,SS Hazare,IL Howell,,OUTsurance Oval
166,2009,Centurion,18-05-2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,7,caught,BJ Hodge,SJA Taufel,RB Tiffin,,SuperSport Park
167,2009,Johannesburg,19-05-2009,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,0,Royal Challengers Bangalore,0,7,,JH Kallis,IL Howell,RB Tiffin,,New Wanderers Stadium
168,2009,Durban,20-05-2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,,LR Shukla,BG Jerling,SJA Taufel,,Kingsmead
169,2009,Durban,20-05-2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,,M Muralitharan,BG Jerling,SJA Taufel,,Kingsmead
170,2009,Centurion,21-05-2009,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,4,,V Sehwag,IL Howell,S Ravi,,SuperSport Park
171,2009,Centurion,21-05-2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,12,0,,MK Pandey,IL Howell,S Ravi,,SuperSport Park
172,2009,Centurion,22-05-2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,,AC Gilchrist,BR Doctrove,DJ Harper,,SuperSport Park
173,2009,Johannesburg,23-05-2009,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,,MK Pandey,RE Koertzen,SJA Taufel,,New Wanderers Stadium
174,2009,Johannesburg,24-05-2009,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,6,0,,A Kumble,RE Koertzen,SJA Taufel,,New Wanderers Stadium
175,2010,Mumbai,12-03-2010,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,11,0,,AD Mathews,RE Koertzen,RB Tiffin,,Dr DY Patil Sports Academy
176,2010,Mumbai,13-03-2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,,YK Pathan,RE Koertzen,RB Tiffin,,Brabourne Stadium
177,2010,Chandigarh,13-03-2010,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,5,,G Gambhir,BR Doctrove,S Ravi,,"Punjab Cricket Association Stadium, Mohali"
178,2010,Kolkata,14-03-2010,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,,MK Tiwary,HDPK Dharmasena,AM Saheba,,Eden Gardens
179,2010,Chennai,14-03-2010,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,0,Deccan Chargers,31,0,,WPUJC Vaas,K Hariharan,DJ Harper,,"MA Chidambaram Stadium, Chepauk"
180,2010,Ahmedabad,15-03-2010,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,,V Sehwag,BG Jerling,RE Koertzen,,"Sardar Patel Stadium, Motera"
181,2010,Bangalore,16-03-2010,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Royal Challengers Bangalore,0,8,,JH Kallis,S Das,DJ Harper,,M Chinnaswamy Stadium
182,2010,Kolkata,16-03-2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,55,0,,MS Dhoni,HDPK Dharmasena,AM Saheba,,Eden Gardens
183,2010,Delhi,17-03-2010,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,98,0,,SR Tendulkar,BR Doctrove,SK Tarapore,,Feroz Shah Kotla
184,2010,Bangalore,18-03-2010,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,,JH Kallis,K Hariharan,DJ Harper,,M Chinnaswamy Stadium
185,2010,Delhi,19-03-2010,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,0,Chennai Super Kings,0,5,,ML Hayden,BR Doctrove,SK Tarapore,,Feroz Shah Kotla
186,2010,Cuttack,19-03-2010,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,6,0,,A Symonds,BF Bowden,M Erasmus,,Barabati Stadium
187,2010,Ahmedabad,20-03-2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,34,0,,AA Jhunjhunwala,RE Koertzen,RB Tiffin,,"Sardar Patel Stadium, Motera"
188,2010,Mumbai,20-03-2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,7,,JH Kallis,HDPK Dharmasena,SS Hazare,,Brabourne Stadium
189,2010,Cuttack,21-03-2010,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,10,0,,A Symonds,BF Bowden,M Erasmus,,Barabati Stadium
190,2010,Chennai,21-03-2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,tie,0,Kings XI Punjab,0,0,,J Theron,K Hariharan,DJ Harper,,"MA Chidambaram Stadium, Chepauk"
191,2010,Mumbai,22-03-2010,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,,SR Tendulkar,SS Hazare,SJA Taufel,,Brabourne Stadium
192,2010,Bangalore,23-03-2010,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,36,0,,RV Uthappa,RE Koertzen,RB Tiffin,,M Chinnaswamy Stadium
193,2010,Chandigarh,24-03-2010,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31,0,,AC Voges,BR Doctrove,SK Tarapore,,"Punjab Cricket Association Stadium, Mohali"
194,2010,Mumbai,25-03-2010,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,,SR Tendulkar,BF Bowden,AM Saheba,,Brabourne Stadium
195,2010,Ahmedabad,26-03-2010,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,8,,YK Pathan,HDPK Dharmasena,SJA Taufel,,"Sardar Patel Stadium, Motera"
196,2010,Chandigarh,27-03-2010,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,39,0,,MK Tiwary,BR Doctrove,S Ravi,,"Punjab Cricket Association Stadium, Mohali"
197,2010,Bangalore,25-03-2010,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,17,0,,KM Jadhav,BG Jerling,RE Koertzen,,M Chinnaswamy Stadium
198,2010,Ahmedabad,28-03-2010,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,17,0,,NV Ojha,SS Hazare,SJA Taufel,,"Sardar Patel Stadium, Motera"
199,2010,Mumbai,28-03-2010,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,41,0,,Harbhajan Singh,S Das,K Hariharan,,Dr DY Patil Sports Academy
200,2010,Delhi,29-03-2010,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Delhi Daredevils,40,0,run out,DA Warner,SS Hazare,SJA Taufel,,Feroz Shah Kotla
201,2010,Mumbai,30-03-2010,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,,SL Malinga,BR Doctrove,SK Tarapore,,Brabourne Stadium
202,2010,Chennai,31-03-2010,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,,M Vijay,BG Jerling,RE Koertzen,,"MA Chidambaram Stadium, Chepauk"
203,2010,Delhi,31-03-2010,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,67,0,,KD Karthik,HDPK Dharmasena,SJA Taufel,,Feroz Shah Kotla
204,2010,Kolkata,01-04-2010,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,24,0,,SC Ganguly,K Hariharan,DJ Harper,,Eden Gardens
205,2010,Chandigarh,02-04-2010,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Royal Challengers Bangalore,0,6,,KP Pietersen,BF Bowden,M Erasmus,,"Punjab Cricket Association Stadium, Mohali"
206,2010,Chennai,03-04-2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,23,0,,M Vijay,RE Koertzen,RB Tiffin,,"MA Chidambaram Stadium, Chepauk"
207,2010,Mumbai,03-04-2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,0,Mumbai Indians,63,0,caught,AT Rayudu,BR Doctrove,S Ravi,,Brabourne Stadium
208,2010,Kolkata,04-04-2010,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,0,8,,DPMD Jayawardene,S Asnani,DJ Harper,,Eden Gardens
209,2010,Delhi,04-04-2010,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,0,Delhi Daredevils,37,0,,PD Collingwood,BF Bowden,M Erasmus,,Feroz Shah Kotla
210,2010,Nagpur,05-04-2010,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2,0,,SK Warne,HDPK Dharmasena,SJA Taufel,,"Vidarbha Cricket Association Stadium, Jamtha"
211,2010,Chennai,06-04-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,,SK Raina,S Asnani,DJ Harper,,"MA Chidambaram Stadium, Chepauk"
212,2010,Jaipur,07-04-2010,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,9,caught,MJ Lumb,S Ravi,SK Tarapore,,Sawai Mansingh Stadium
213,2010,Kolkata,07-04-2010,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,14,0,,SC Ganguly,BG Jerling,RE Koertzen,,Eden Gardens
214,2010,Bangalore,08-04-2010,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,,TL Suman,S Asnani,DJ Harper,,M Chinnaswamy Stadium
215,2010,Chandigarh,09-04-2010,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,6,,KC Sangakkara,M Erasmus,AM Saheba,,"Punjab Cricket Association Stadium, Mohali"
216,2010,Nagpur,10-04-2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Deccan Chargers,0,6,,RJ Harris,HDPK Dharmasena,SJA Taufel,,"Vidarbha Cricket Association Stadium, Jamtha"
217,2010,Bangalore,10-04-2010,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,,R Vinay Kumar,K Hariharan,DJ Harper,,M Chinnaswamy Stadium
218,2010,Delhi,11-04-2010,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,7,,PP Chawla,BF Bowden,AM Saheba,,Feroz Shah Kotla
219,2010,Jaipur,11-04-2010,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,37,0,,SR Tendulkar,BR Doctrove,SK Tarapore,,Sawai Mansingh Stadium
220,2010,Nagpur,12-04-2010,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,13,0,,Harmeet Singh,RE Koertzen,RB Tiffin,,"Vidarbha Cricket Association Stadium, Jamtha"
221,2010,Mumbai,13-04-2010,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,39,0,,KA Pollard,S Asnani,DJ Harper,,Brabourne Stadium
222,2010,Chennai,13-04-2010,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,,R Ashwin,SS Hazare,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
223,2010,Jaipur,14-04-2010,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,5,,KP Pietersen,BR Doctrove,S Ravi,,Sawai Mansingh Stadium
224,2010,Chennai,15-04-2010,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,6,,G Gambhir,HDPK Dharmasena,SS Hazare,,"MA Chidambaram Stadium, Chepauk"
225,2010,Dharamsala,16-04-2010,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,5,,RG Sharma,M Erasmus,AM Saheba,,Himachal Pradesh Cricket Association Stadium
226,2010,Bangalore,17-04-2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,57,0,,R McLaren,HDPK Dharmasena,SJA Taufel,,M Chinnaswamy Stadium
227,2010,Kolkata,17-04-2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,,JD Unadkat,BG Jerling,RB Tiffin,,Eden Gardens
228,2010,Dharamsala,18-04-2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,,MS Dhoni,BF Bowden,AM Saheba,,Himachal Pradesh Cricket Association Stadium
229,2010,Delhi,18-04-2010,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,11,0,,A Symonds,BR Doctrove,SK Tarapore,,Feroz Shah Kotla
230,2010,Kolkata,19-04-2010,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,0,9,,M Kartik,BG Jerling,RE Koertzen,,Eden Gardens
231,2010,Mumbai,21-04-2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,35,0,caught,KA Pollard,BR Doctrove,RB Tiffin,,Dr DY Patil Sports Academy
232,2010,Mumbai,22-04-2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,38,0,,DE Bollinger,BR Doctrove,RB Tiffin,,Dr DY Patil Sports Academy
233,2010,Mumbai,24-04-2010,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,9,,A Kumble,RE Koertzen,SJA Taufel,,Dr DY Patil Sports Academy
234,2010,Mumbai,25-04-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,,SK Raina,RE Koertzen,SJA Taufel,,Dr DY Patil Sports Academy
235,2011,Chennai,08-04-2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,2,0,caught,S Anirudha,BR Doctrove,PR Reiffel,,"MA Chidambaram Stadium, Chepauk"
236,2011,Hyderabad,09-04-2011,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,bowled,SK Trivedi,RE Koertzen,SK Tarapore,,"Rajiv Gandhi International Stadium, Uppal"
237,2011,Kochi,09-04-2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,6,,AB de Villiers,HDPK Dharmasena,K Hariharan,,Nehru Stadium
238,2011,Delhi,10-04-2011,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,0,8,,SL Malinga,AM Saheba,RB Tiffin,,Feroz Shah Kotla
239,2011,Mumbai,10-04-2011,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,7,,SB Wagh,BR Doctrove,PR Reiffel,,Dr DY Patil Sports Academy
240,2011,Kolkata,11-04-2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,9,0,,JH Kallis,RE Koertzen,SK Tarapore,,Eden Gardens
241,2011,Jaipur,12-04-2011,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,6,,SK Warne,Aleem Dar,RB Tiffin,,Sawai Mansingh Stadium
242,2011,Bangalore,12-04-2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,,SR Tendulkar,HDPK Dharmasena,AL Hill,,M Chinnaswamy Stadium
243,2011,Chandigarh,13-04-2011,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,caught,PC Valthaty,Asad Rauf,SL Shastri,,"Punjab Cricket Association Stadium, Mohali"
244,2011,Mumbai,13-04-2011,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,normal,0,Pune Warriors,0,4,,MD Mishra,S Asnani,PR Reiffel,,Dr DY Patil Sports Academy
245,2011,Hyderabad,14-04-2011,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,33,0,,DW Steyn,RE Koertzen,S Ravi,,"Rajiv Gandhi International Stadium, Uppal"
246,2011,Jaipur,15-04-2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,,G Gambhir,Aleem Dar,SS Hazare,,Sawai Mansingh Stadium
